"id","cap-Shape","cap-Surface","cap-Color","bruises?","odor","gill-Attachment","gill-Spacing","gill-Size","gill-Color","stalk-Shape","stalk-Root","stalk-Surface-Above-Ring","stalk-Surface-Below-Ring","stalk-Color-Above-Ring","stalk-Color-Below-Ring","veil-Type","veil-Color","ring-Number","ring-Type","spore-Print-Color","population","habitat","edibility"
2561,"convex","fibrous","white","False","creosote","free","close","narrow","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","several","woods","poisonous"
2562,"flat","fibrous","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","black","solitary","woods","edible"
2563,"convex","scaly","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","brown","several","woods","edible"
2564,"convex","scaly","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","woods","edible"
2565,"flat","fibrous","gray","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","black","several","woods","edible"
2566,"convex","fibrous","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","black","solitary","woods","edible"
2567,"convex","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
2568,"convex","scaly","red","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","black","solitary","woods","edible"
2569,"flat","fibrous","gray","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","woods","edible"
2570,"flat","scaly","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","several","woods","edible"
2571,"convex","fibrous","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","brown","several","woods","edible"
2572,"convex","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
2573,"convex","scaly","brown","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","solitary","woods","edible"
2574,"convex","scaly","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","pink","partial","white","one","pendant","black","several","woods","edible"
2575,"convex","scaly","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","white","partial","white","one","pendant","black","several","woods","edible"
2576,"convex","scaly","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","solitary","woods","edible"
2577,"convex","scaly","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","solitary","woods","edible"
2578,"convex","scaly","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","black","solitary","woods","edible"
2579,"convex","fibrous","gray","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","woods","edible"
2580,"convex","scaly","red","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","black","solitary","woods","edible"
2581,"convex","scaly","red","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","black","several","woods","edible"
2582,"convex","scaly","gray","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","brown","several","woods","edible"
2583,"flat","fibrous","red","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","several","woods","edible"
2584,"flat","fibrous","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","black","several","woods","edible"
2585,"flat","fibrous","brown","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","several","woods","edible"
2586,"convex","scaly","gray","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","brown","several","woods","edible"
2587,"convex","scaly","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","brown","solitary","woods","edible"
2588,"convex","fibrous","red","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","black","several","woods","edible"
2589,"flat","fibrous","brown","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","woods","edible"
2590,"flat","fibrous","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","brown","several","woods","edible"
2591,"convex","scaly","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","pink","partial","white","one","pendant","black","solitary","woods","edible"
2592,"convex","scaly","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","brown","several","woods","edible"
2593,"flat","fibrous","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","solitary","woods","edible"
2594,"flat","fibrous","brown","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","brown","several","woods","edible"
2595,"convex","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","paths","poisonous"
2596,"convex","fibrous","gray","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","solitary","woods","edible"
2597,"convex","scaly","brown","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","woods","edible"
2598,"convex","fibrous","gray","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","solitary","woods","edible"
2599,"convex","fibrous","gray","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","brown","solitary","woods","edible"
2600,"convex","scaly","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","white","partial","white","one","pendant","black","several","woods","edible"
2601,"flat","fibrous","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","solitary","woods","edible"
2602,"flat","fibrous","gray","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","woods","edible"
